react.git	1c2876d5b558b8591feb335d8d7204bc46f7da8a	MOVE_RENAME	Program	scripts/rollup/plugins/wrap-warning-with-env-check.js:183-1298	scripts/rollup/plugins/wrap-warning-with-env-check.js	scripts/babel/wrap-warning-with-env-check.js:183-1779	scripts/babel/wrap-warning-with-env-check.js	-1172413528
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.js:96881-97737	createFunctionalComponent	dist/vue.runtime.esm.js:100140-100340	setFunctionalContextForVNode	-939687928
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.esm.js:164155-165724	setAttr	dist/vue.runtime.common.js:167266-167990	baseSetAttr	136502189
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.common.js:143178-143832	setScope	dist/vue.js:133609-133685	setStyleScope	-176169250
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.esm.js:164354-165923	setAttr	dist/vue.esm.js:167450-168174	baseSetAttr	-794580021
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.esm.js:164155-165724	setAttr	dist/vue.runtime.esm.js:167251-167975	baseSetAttr	457053605
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.js:162233-163802	setAttr	dist/vue.esm.js:167450-168174	baseSetAttr	-43380697
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.common.js:98225-99081	createFunctionalComponent	dist/vue.esm.js:100283-100483	setFunctionalContextForVNode	-1940560374
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	packages/vue-server-renderer/build.js:169005-169382	checkKeyCodes	dist/vue.runtime.esm.js:93472-93631	isKeyNotMatch	-1249150806
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	packages/vue-server-renderer/build.js:169005-169382	checkKeyCodes	packages/vue-server-renderer/basic.js:252547-252706	isKeyNotMatch	935243795
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.js:162233-163802	setAttr	dist/vue.common.js:167465-168189	baseSetAttr	363743524
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.esm.js:143163-143817	setScope	dist/vue.common.js:135566-135642	setStyleScope	-2115385446
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.js:91565-91942	checkKeyCodes	dist/vue.esm.js:93615-93774	isKeyNotMatch	-614362972
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.common.js:164170-165739	setAttr	dist/vue.js:165272-165996	baseSetAttr	-826917319
